dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.12543 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 1.25956 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 1.45527 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 1.05656 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 1.03272 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 1.14131 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 0.765642 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 0.700515 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 0.498743 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 0.535056 sec
