dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 3.0783 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.41972 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.55724 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.17568 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.77542 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.4196 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.94459 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.84538 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.81913 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.86261 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.98764 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.79715 sec
dist[0]=93 dist[1]=3285 dist[2]=85350 dist[3]=1260714 dist[4]=10871742 dist[5]=54586161 dist[6]=159818704 dist[7]=273378686 dist[8]=273376192 dist[9]=159818436 dist[10]=54574834 dist[11]=10876069 dist[12]=1261215 dist[13]=85045 dist[14]=3397 dist[15]=77 Time: 2.82022 sec
