1 0 435960 


2 .2 68695.8 
2 1.2 367577 


4 .4 34753.1 
4 1.4 34970.3 
4 2.4 184917 
4 3.4 185119 


8 .6 111.577 
8 1.6 206.454 
8 2.6 34731.4 
8 3.6 34919 
8 4.6 125440 
8 5.6 125679 
8 6.6 59385.7 
8 7.6 59300.2 


16 .8 2.047 
16 1.8 180.456 
16 2.8 423.526 
16 3.8 24.718 
16 4.8 4.019 
16 5.8 50546.9 
16 6.8 50186.6 
16 7.8 13.959 
16 8.8 11412.6 
16 9.8 138348 
16 10.8 138747 
16 11.8 11241.4 
16 12.8 9.157 
16 13.8 74679.8 
16 14.8 76061.9 
16 15.8 17.094 


